commentlabeling_id,labeller_id,rater_id,documentevaluation_id,document_id,start,end,answer,rejected,is_test?,is_gold?,is_finished?,is_ok?
25433,9370,9370,5176229,2198707,2014-09-05 20:52:24.667748,2014-09-05 20:52:44.299613,"45,51",0,0,0,1,1
25434,9370,9370,9641870,2201827,2014-09-05 20:50:13.859867,2014-09-05 20:50:41.951839,"34,53",0,0,0,1,1
25435,9370,9370,8298310,2207575,2014-09-05 20:44:38.759469,2014-09-05 20:47:18.818059,"31,32",0,0,0,1,1
25436,9370,9486,7386047,2207736,2014-09-05 20:51:54.080308,2014-09-05 20:52:24.375970,11,0,0,0,1,1
25437,9370,9370,5854144,6429553,2014-09-05 20:47:51.282415,2014-09-05 20:48:03.605122,31,0,0,0,1,1
25438,9370,9370,8213441,2215254,2014-09-05 20:47:19.149469,2014-09-05 20:47:40.937533,"45,53,11",0,0,0,1,1
25439,9370,?,24518156,5325978,2014-09-05 20:47:41.232498,2014-09-05 20:47:51.002543,43,0,0,1,1,0
25640,9370,9370,5907720,2201387,2014-09-05 21:00:24.898844,2014-09-05 21:00:47.595039,"42,51,53",1,0,0,1,0
25641,9370,9370,7474469,2201705,2014-09-05 20:55:29.849446,2014-09-05 20:59:17.352699,"44,45",1,0,0,1,0
25642,9370,9370,3779878,2197677,2014-09-05 20:55:09.626074,2014-09-05 20:55:29.552042,"45,53",1,0,0,1,0
25643,9370,9370,4214055,2546662,2014-09-05 21:01:17.082432,2014-09-05 21:01:30.553051,53,1,0,0,1,0
25644,9370,5306,9391400,2215231,2014-09-05 21:00:07.885612,2014-09-05 21:00:24.389460,45,1,0,0,1,0
25645,9370,9370,5797165,2200454,2014-09-05 20:59:17.641526,2014-09-05 20:59:39.344340,"31,21",1,0,0,1,0
25646,9370,9370,8731953,2201761,2014-09-05 20:59:51.533728,2014-09-05 21:00:07.607534,61,1,0,0,1,0
25647,9370,10334,8052018,2547388,2014-09-05 21:00:47.875177,2014-09-05 21:00:59.561140,"52,65",1,0,0,1,0
25648,9370,9370,5561651,2200021,2014-09-05 20:59:39.621975,2014-09-05 20:59:51.229732,"53,62",1,0,0,1,0
25649,9370,?,24518176,5325978,2014-09-05 21:00:59.841704,2014-09-05 21:01:16.802724,34,1,0,1,1,0
7653,9373,10352,23188841,2201621,2014-08-18 12:51:36.257352,2014-08-18 13:15:38.886342,61,0,0,0,1,1
7654,9373,9896,4113545,1371,2014-08-18 12:51:36.259063,2014-08-18 13:14:52.193069,"32,34",0,0,0,1,1
7655,9373,5124,5911443,6429726,2014-08-18 12:51:36.260403,2014-08-18 13:17:26.896166,"33,65",0,0,0,1,1
7656,9373,10532,6275842,6430050,2014-08-18 12:51:36.261622,2014-08-18 13:14:25.213210,33,0,0,0,1,1
7657,9373,10532,23651090,2215102,2014-08-18 12:51:36.262781,2014-08-18 13:14:37.533816,00,0,0,0,1,1
7658,9373,10532,23576172,2199423,2014-08-18 12:51:36.264034,2014-08-18 13:15:21.587580,"33,51",0,0,0,1,1
7659,9373,10086,11989124,2196252,2014-08-18 12:51:36.265176,2014-08-18 13:16:54.003421,"34,52",0,0,0,1,1
7660,9373,10086,19097050,2547123,2014-08-18 12:51:36.266334,2014-08-18 13:17:42.144918,34,0,0,0,1,1
7661,9373,10532,20906786,6429581,2014-08-18 12:51:36.267491,2014-08-18 13:18:26.967523,"34,44",0,0,0,1,1
7662,9373,?,24518149,5325978,2014-08-18 12:51:36.272102,2014-08-18 13:18:06.945761,34,0,0,1,1,0
7663,9373,9373,11053517,2569345,2014-08-18 12:51:43.580142,2014-08-18 13:19:18.296025,"44,45,21,62",0,0,0,1,1
7664,9373,10532,6275842,6430050,2014-08-18 12:51:43.583792,2014-08-18 13:20:24.553528,33,0,0,0,1,1
7665,9373,10532,15542901,2642,2014-08-18 12:51:43.597363,2014-08-18 13:21:57.176725,"34,62",0,0,0,1,1
7666,9373,10532,23651090,2215102,2014-08-18 12:51:43.608748,2014-08-18 13:20:34.824580,00,0,0,0,1,1
7667,9373,10532,13337369,2199440,2014-08-18 12:51:43.613432,2014-08-18 13:20:12.220034,"34,42,11",0,0,0,1,1
7668,9373,10086,19097050,2547123,2014-08-18 12:51:43.629601,2014-08-18 13:22:05.249923,34,0,0,0,1,1
7669,9373,10532,20906786,6429581,2014-08-18 12:51:43.634436,2014-08-18 13:20:57.449127,"34,44",0,0,0,1,1
7670,9373,9896,19754391,2547448,2014-08-18 12:51:43.637073,2014-08-18 13:22:20.260499,"62,63",0,0,0,1,1
7671,9373,9896,3851045,2213169,2014-08-18 12:51:43.639442,2014-08-18 13:20:42.313528,33,0,0,0,1,1
7672,9373,?,24518148,5325978,2014-08-18 12:51:43.651849,2014-08-18 13:20:31.837490,34,0,0,1,1,0
7673,9373,10352,23188841,2201621,2014-08-18 12:51:44.309780,2014-08-18 13:25:04.767022,61,0,0,0,1,1
7674,9373,10532,6275842,6430050,2014-08-18 12:51:44.312280,2014-08-18 13:25:38.830792,33,0,0,0,1,1
7675,9373,10532,23651090,2215102,2014-08-18 12:51:44.317972,2014-08-18 13:26:20.845131,00,0,0,0,1,1
7676,9373,10532,13337369,2199440,2014-08-18 12:51:44.320926,2014-08-18 13:25:33.094090,"34,11",0,0,0,1,1
7677,9373,10532,20357917,2546690,2014-08-18 12:51:44.324265,2014-08-18 13:26:13.203674,"34,22",0,0,0,1,1
7678,9373,10532,20906786,6429581,2014-08-18 12:51:44.326721,2014-08-18 13:24:58.085278,"34,51",0,0,0,1,1
7679,9373,9896,19754391,2547448,2014-08-18 12:51:44.330238,2014-08-18 13:25:14.515516,"62,63",0,0,0,1,1
7680,9373,9896,3851045,2213169,2014-08-18 12:51:44.333573,2014-08-18 13:26:33.196968,33,0,0,0,1,1
7681,9373,10532,4234033,2197165,2014-08-18 12:51:44.337211,2014-08-18 13:26:06.278343,"32,52,53",0,0,0,1,1
7682,9373,?,24518153,5325978,2014-08-18 12:51:44.346726,2014-08-18 13:25:20.351951,41,0,0,1,1,0
7683,9373,10352,23188841,2201621,2014-08-18 12:51:50.431270,2014-08-18 13:22:54.986852,61,0,0,0,1,1
7684,9373,9373,21515034,2207502,2014-08-18 12:51:50.436285,2014-08-18 13:23:56.956483,"34,21",0,0,0,1,1
7685,9373,10532,6275842,6430050,2014-08-18 12:51:50.437789,2014-08-18 13:24:25.845144,33,0,0,0,1,1
7686,9373,10532,23651090,2215102,2014-08-18 12:51:50.443714,2014-08-18 13:22:36.013800,00,0,0,0,1,1
7687,9373,10532,23576172,2199423,2014-08-18 12:51:50.452610,2014-08-18 13:22:47.365006,"33,51",0,0,0,1,1
7688,9373,10532,13337369,2199440,2014-08-18 12:51:50.461895,2014-08-18 13:24:19.946911,"34,42,11",0,0,0,1,1
7689,9373,9373,22848986,7040534,2014-08-18 12:51:50.463319,2014-08-18 13:23:49.591862,65,0,0,0,1,1
7690,9373,10532,20906786,6429581,2014-08-18 12:51:50.465850,2014-08-18 13:23:42.603090,"34,51",0,0,0,1,1
7691,9373,10086,22992347,2547215,2014-08-18 12:51:50.467390,2014-08-18 13:23:31.715108,"32,45,53,62",0,0,0,1,1
7692,9373,?,24518154,5325978,2014-08-18 12:51:50.480763,2014-08-18 13:24:03.964563,42,0,0,1,1,0
7693,9373,10532,6275842,6430050,2014-08-18 12:51:53.865722,2014-08-18 13:28:49.983629,33,0,0,0,1,1
7694,9373,10532,23651090,2215102,2014-08-18 12:51:53.870335,2014-08-18 13:29:56.527532,00,0,0,0,1,1
7695,9373,10086,11989124,2196252,2014-08-18 12:51:53.871718,2014-08-18 13:29:37.789234,"34,52",0,0,0,1,1
7696,9373,10532,20357917,2546690,2014-08-18 12:51:53.881651,2014-08-18 13:29:28.676934,"34,22",0,0,0,1,1
7697,9373,10532,20906786,6429581,2014-08-18 12:51:53.883065,2014-08-18 13:30:03.851261,"34,51",0,0,0,1,1
7698,9373,9896,19754391,2547448,2014-08-18 12:51:53.890623,2014-08-18 13:29:24.092265,"62,63",0,0,0,1,1
7699,9373,9896,3851045,2213169,2014-08-18 12:51:53.896956,2014-08-18 13:29:04.154139,33,0,0,0,1,1
7700,9373,9896,9222961,2550096,2014-08-18 12:51:53.903529,2014-08-18 13:28:40.761047,62,0,0,0,1,1
7701,9373,9879,17774044,2201420,2014-08-18 12:51:53.907066,2014-08-18 13:30:53.923082,"34,53",0,0,0,1,1
7702,9373,?,24518138,5325978,2014-08-18 12:51:53.916688,2014-08-18 13:29:52.839503,"22,23",0,0,1,1,0
7703,9373,9896,4113545,1371,2014-08-18 12:51:55.231916,2014-08-18 13:28:17.798897,"32,34",0,0,0,1,1
7704,9373,9012,4646343,2476,2014-08-18 12:51:55.235989,2014-08-18 13:27:20.712203,64,0,0,0,1,1
7705,9373,10532,6275842,6430050,2014-08-18 12:51:55.237911,2014-08-18 13:26:57.411186,33,0,0,0,1,1
7706,9373,10532,20260023,2547112,2014-08-18 12:51:55.243843,2014-08-18 13:28:10.509363,"51,53,63",0,0,0,1,1
7707,9373,10532,23651090,2215102,2014-08-18 12:51:55.254141,2014-08-18 13:26:42.608068,00,0,0,0,1,1
7708,9373,10086,11989124,2196252,2014-08-18 12:51:55.258123,2014-08-18 13:27:44.622310,"34,52",0,0,0,1,1
7709,9373,10532,20357917,2546690,2014-08-18 12:51:55.267144,2014-08-18 13:26:52.375849,"34,22",0,0,0,1,1
7710,9373,10532,20906786,6429581,2014-08-18 12:51:55.271374,2014-08-18 13:27:30.647011,"34,51",0,0,0,1,1
7711,9373,9896,3851045,2213169,2014-08-18 12:51:55.273098,2014-08-18 13:27:48.543694,33,0,0,0,1,1
7712,9373,?,24518171,5325978,2014-08-18 12:51:55.293391,2014-08-18 13:28:23.040980,61,0,0,1,1,0
7713,9373,10352,23188841,2201621,2014-08-18 12:51:55.996838,2014-08-18 13:32:10.837283,61,0,0,0,1,1
7714,9373,9373,7474538,2547317,2014-08-18 12:51:56.000057,2014-08-18 13:32:32.879999,"35,45,53",0,0,0,1,1
7715,9373,5124,5911443,6429726,2014-08-18 12:51:56.006554,2014-08-18 13:31:42.725229,"33,65",0,0,0,1,1
7716,9373,10532,6275842,6430050,2014-08-18 12:51:56.010674,2014-08-18 13:31:14.010414,33,0,0,0,1,1
7717,9373,10532,23651090,2215102,2014-08-18 12:51:56.016987,2014-08-18 13:31:45.467161,00,0,0,0,1,1
7718,9373,10532,13337369,2199440,2014-08-18 12:51:56.018576,2014-08-18 13:32:02.586612,"34,11",0,0,0,1,1
7719,9373,10532,20357917,2546690,2014-08-18 12:51:56.020162,2014-08-18 13:31:29.309694,"34,22",0,0,0,1,1
7720,9373,10532,20906786,6429581,2014-08-18 12:51:56.027425,2014-08-18 13:31:51.214978,"34,51",0,0,0,1,1
7721,9373,10086,22992347,2547215,2014-08-18 12:51:56.033326,2014-08-18 13:33:04.262312,"32,45,53,62",0,0,0,1,1
7722,9373,?,24518166,5325978,2014-08-18 12:51:56.040647,2014-08-18 13:31:21.068974,"52,53",0,0,1,1,0
7723,9373,10520,22856576,2546741,2014-08-18 12:52:01.031739,2014-08-18 13:34:19.072109,"53,65",0,0,0,1,1
7724,9373,10532,6275842,6430050,2014-08-18 12:52:01.035256,2014-08-18 13:34:50.332880,33,0,0,0,1,1
7725,9373,9373,22113686,2201360,2014-08-18 12:52:01.036818,2014-08-18 13:34:46.232685,"34,22,62",0,0,0,1,1
7726,9373,10532,18008517,6488243,2014-08-18 12:52:01.038336,2014-08-18 13:35:14.804570,"34,42,45",0,0,0,1,1
7727,9373,10532,20260023,2547112,2014-08-18 12:52:01.043207,2014-08-18 13:35:06.297534,"51,53,63",0,0,0,1,1
7728,9373,10532,23651090,2215102,2014-08-18 12:52:01.052339,2014-08-18 13:33:18.578420,00,0,0,0,1,1
7729,9373,10532,13337369,2199440,2014-08-18 12:52:01.057723,2014-08-18 13:35:31.231024,"34,42,11",0,0,0,1,1
7730,9373,10532,20357917,2546690,2014-08-18 12:52:01.059819,2014-08-18 13:34:28.061836,"34,22",0,0,0,1,1
7731,9373,10532,20906786,6429581,2014-08-18 12:52:01.069063,2014-08-18 13:34:23.842551,"34,51",0,0,0,1,1
7732,9373,?,24518180,5325978,2014-08-18 12:52:01.086592,2014-08-18 13:33:15.723317,65,0,0,1,1,0
7733,9373,10370,20735722,6993999,2014-08-18 12:52:01.998404,2014-08-18 13:37:03.374141,"53,63",0,0,0,1,1
7734,9373,9600,21683232,2197208,2014-08-18 12:52:02.001699,2014-08-18 13:35:55.214966,"34,61",0,0,0,1,1
7735,9373,10532,6275842,6430050,2014-08-18 12:52:02.008858,2014-08-18 13:36:16.174636,"33,22",0,0,0,1,1
7736,9373,10532,23651090,2215102,2014-08-18 12:52:02.011518,2014-08-18 13:36:03.437655,00,0,0,0,1,1
7737,9373,10532,13337369,2199440,2014-08-18 12:52:02.020725,2014-08-18 13:36:25.855366,"34,42,11",0,0,0,1,1
7738,9373,10532,20357917,2546690,2014-08-18 12:52:02.023297,2014-08-18 13:36:47.858884,"34,22",0,0,0,1,1
7739,9373,10532,20906786,6429581,2014-08-18 12:52:02.027117,2014-08-18 13:37:24.805309,"34,51",0,0,0,1,1
7740,9373,10086,22992347,2547215,2014-08-18 12:52:02.041631,2014-08-18 13:36:41.860248,"32,45,53,62",0,0,0,1,1
7741,9373,9896,3851045,2213169,2014-08-18 12:52:02.043232,2014-08-18 13:37:08.361402,33,0,0,0,1,1
7742,9373,?,24518173,5325978,2014-08-18 12:52:02.070085,2014-08-18 13:37:18.359822,62,0,0,1,1,0
7743,9373,9896,4113545,1371,2014-08-18 12:52:05.345179,2014-08-18 13:37:42.597712,"32,34",0,0,0,1,1
7744,9373,10532,20260023,2547112,2014-08-18 12:52:05.350877,2014-08-18 13:38:17.723084,"51,53,63",0,0,0,1,1
7745,9373,10532,23651090,2215102,2014-08-18 12:52:05.353428,2014-08-18 13:38:04.870635,00,0,0,0,1,1
7746,9373,9373,24350852,2196443,2014-08-18 12:52:05.364783,2014-08-18 13:37:38.386491,"45,22,53",0,0,0,1,1
7747,9373,9373,14503600,2207726,2014-08-18 12:52:05.377268,2014-08-18 13:38:31.714476,"34,62,65",0,0,0,1,1
7748,9373,10532,20357917,2546690,2014-08-18 12:52:05.383209,2014-08-18 13:38:01.714450,"34,22",0,0,0,1,1
7749,9373,10532,20906786,6429581,2014-08-18 12:52:05.390464,2014-08-18 13:38:38.651241,"34,51",0,0,0,1,1
7750,9373,9896,19754391,2547448,2014-08-18 12:52:05.395428,2014-08-18 13:37:57.320723,"11,62,63",0,0,0,1,1
7751,9373,9896,3851045,2213169,2014-08-18 12:52:05.402933,2014-08-18 13:37:46.304315,33,0,0,0,1,1
7752,9373,?,24518175,5325978,2014-08-18 12:52:05.416334,2014-08-18 13:38:54.293897,"53,63",0,0,1,1,0
7753,9373,10369,4081401,1443,2014-08-18 12:52:09.823127,2014-08-18 13:40:21.436760,"34,53",0,0,0,1,1
7754,9373,9373,11053517,2569345,2014-08-18 12:52:09.831214,2014-08-18 13:40:34.724128,"45,21,53,62",0,0,0,1,1
7755,9373,10532,18008517,6488243,2014-08-18 12:52:09.842913,2014-08-18 13:41:18.391185,"34,41,45",0,0,0,1,1
7756,9373,10532,23651090,2215102,2014-08-18 12:52:09.847120,2014-08-18 13:39:02.511914,00,0,0,0,1,1
7757,9373,10532,13337369,2199440,2014-08-18 12:52:09.860342,2014-08-18 13:40:06.624137,"34,42,11",0,0,0,1,1
7758,9373,10532,20357917,2546690,2014-08-18 12:52:09.864062,2014-08-18 13:41:22.744520,"34,22",0,0,0,1,1
7759,9373,10532,20906786,6429581,2014-08-18 12:52:09.870078,2014-08-18 13:41:04.452048,"34,51",0,0,0,1,1
7760,9373,10086,22992347,2547215,2014-08-18 12:52:09.876337,2014-08-18 13:40:59.341497,"32,45,53,62",0,0,0,1,1
7761,9373,9896,19754391,2547448,2014-08-18 12:52:09.893177,2014-08-18 13:41:31.233915,"11,62,63",0,0,0,1,1
7762,9373,?,24518165,5325978,2014-08-18 12:52:09.920029,2014-08-18 13:40:44.840598,51,0,0,1,1,0
7763,9373,10532,23651090,2215102,2014-08-18 12:52:12.145021,2014-08-18 13:43:44.046470,00,0,0,0,1,1
7764,9373,10532,13337369,2199440,2014-08-18 12:52:12.148908,2014-08-18 13:42:35.580858,"34,42,53,11",0,0,0,1,1
7765,9373,10532,20357917,2546690,2014-08-18 12:52:12.164601,2014-08-18 13:42:00.367485,"34,22",0,0,0,1,1
7766,9373,10532,20906786,6429581,2014-08-18 12:52:12.170613,2014-08-18 13:43:04.828924,"34,51",0,0,0,1,1
7767,9373,9896,3851045,2213169,2014-08-18 12:52:12.173550,2014-08-18 13:42:18.628347,"33,53",0,0,0,1,1
7768,9373,9869,19864369,2197434,2014-08-18 12:52:12.183566,2014-08-18 13:42:58.167762,"44,64",0,0,0,1,1
7769,9373,9896,20133340,2547457,2014-08-18 12:52:12.192005,2014-08-18 13:43:32.248375,"34,62",0,0,0,1,1
7770,9373,9896,7832362,2547389,2014-08-18 12:52:12.202037,2014-08-18 13:43:22.828488,"41,53",0,0,0,1,1
7771,9373,5124,21259051,2199212,2014-08-18 12:52:12.208687,2014-08-18 13:43:40.931421,"34,61",0,0,0,1,1
7772,9373,?,24518134,5325978,2014-08-18 12:52:12.220497,2014-08-18 13:42:09.383633,11,0,0,1,1,0
7773,9373,10352,23188841,2201621,2014-08-18 12:52:13.373891,2014-08-18 13:45:26.293701,61,0,0,0,1,1
7774,9373,10532,15542901,2642,2014-08-18 12:52:13.382020,2014-08-18 13:44:17.159358,"34,62",0,0,0,1,1
7775,9373,10532,23651090,2215102,2014-08-18 12:52:13.390368,2014-08-18 13:44:59.976955,00,0,0,0,1,1
7776,9373,10532,13337369,2199440,2014-08-18 12:52:13.398223,2014-08-18 13:44:56.631288,"34,42,11",0,0,0,1,1
7777,9373,10532,20357917,2546690,2014-08-18 12:52:13.402002,2014-08-18 13:44:29.164631,"34,22",0,0,0,1,1
7778,9373,10532,20906786,6429581,2014-08-18 12:52:13.407158,2014-08-18 13:45:18.400932,"34,51",0,0,0,1,1
7779,9373,9896,3851045,2213169,2014-08-18 12:52:13.408792,2014-08-18 13:43:55.828755,33,0,0,0,1,1
7780,9373,9869,19864369,2197434,2014-08-18 12:52:13.411576,2014-08-18 13:44:24.452900,"44,64",0,0,0,1,1
7781,9373,9879,17774044,2201420,2014-08-18 12:52:13.415203,2014-08-18 13:45:13.578736,"34,53",0,0,0,1,1
7782,9373,?,24518161,5325978,2014-08-18 12:52:13.428990,2014-08-18 13:44:39.739012,"34,45",0,0,1,1,0
7783,9373,10520,22856576,2546741,2014-08-18 12:52:16.145361,2014-08-18 13:46:43.327916,"62,65",0,0,0,1,1
7784,9373,9373,22113686,2201360,2014-08-18 12:52:16.147936,2014-08-18 13:46:13.841896,"34,22,62",0,0,0,1,1
7785,9373,10532,20260023,2547112,2014-08-18 12:52:16.151493,2014-08-18 13:45:54.103948,"51,53,63",0,0,0,1,1
7786,9373,10532,23651090,2215102,2014-08-18 12:52:16.157441,2014-08-18 13:46:16.755381,00,0,0,0,1,1
7787,9373,10532,23576172,2199423,2014-08-18 12:52:16.160238,2014-08-18 13:47:00.075075,"34,51",0,0,0,1,1
7788,9373,10532,13337369,2199440,2014-08-18 12:52:16.163899,2014-08-18 13:46:03.096473,"34,42,11",0,0,0,1,1
7789,9373,10532,20357917,2546690,2014-08-18 12:52:16.166421,2014-08-18 13:47:07.804999,"34,22",0,0,0,1,1
7790,9373,10532,20906786,6429581,2014-08-18 12:52:16.171251,2014-08-18 13:45:37.048896,"34,51",0,0,0,1,1
7791,9373,9896,19754391,2547448,2014-08-18 12:52:16.178580,2014-08-18 13:46:25.521158,"11,62,63",0,0,0,1,1
7792,9373,?,24518167,5325978,2014-08-18 12:52:16.184358,2014-08-18 13:47:03.911906,52,0,0,1,1,0
7803,9373,10352,23188841,2201621,2014-08-18 12:52:17.348865,2014-08-18 13:47:37.640767,61,0,0,0,1,1
7804,9373,9896,4113545,1371,2014-08-18 12:52:17.350690,2014-08-18 13:47:29.534039,"32,34",0,0,0,1,1
7805,9373,9373,21515034,2207502,2014-08-18 12:52:17.352365,2014-08-18 13:48:06.175199,"34,21",0,0,0,1,1
7806,9373,9373,22113686,2201360,2014-08-18 12:52:17.354432,2014-08-18 13:48:00.371707,"34,62",0,0,0,1,1
7807,9373,10532,23651090,2215102,2014-08-18 12:52:17.356598,2014-08-18 13:47:55.223440,00,0,0,0,1,1
7808,9373,10532,13337369,2199440,2014-08-18 12:52:17.358696,2014-08-18 13:47:49.535327,"34,42,11",0,0,0,1,1
7809,9373,10532,20357917,2546690,2014-08-18 12:52:17.360880,2014-08-18 13:47:52.794067,"34,22",0,0,0,1,1
7810,9373,10532,20906786,6429581,2014-08-18 12:52:17.362938,2014-08-18 13:48:24.645813,"34,51",0,0,0,1,1
7811,9373,9896,3851045,2213169,2014-08-18 12:52:17.365071,2014-08-18 13:47:41.788151,33,0,0,0,1,1
7812,9373,?,24518178,5325978,2014-08-18 12:52:17.371547,2014-08-18 13:48:20.204251,"51,64",0,0,1,1,0
7813,9373,9373,21821229,2546749,2014-08-18 12:52:18.180740,2014-08-18 13:49:39.288712,"41,23,52",0,0,0,1,1
7814,9373,10532,23651090,2215102,2014-08-18 12:52:18.182530,2014-08-18 13:49:02.863623,00,0,0,0,1,1
7815,9373,10532,13337369,2199440,2014-08-18 12:52:18.183799,2014-08-18 13:49:50.475011,"34,42,11",0,0,0,1,1
7816,9373,10086,19097050,2547123,2014-08-18 12:52:18.185047,2014-08-18 13:48:42.215402,34,0,0,0,1,1
7817,9373,10532,20906786,6429581,2014-08-18 12:52:18.186366,2014-08-18 13:49:43.024937,"34,51",0,0,0,1,1
7818,9373,9896,3851045,2213169,2014-08-18 12:52:18.187631,2014-08-18 13:49:00.216229,"33,53",0,0,0,1,1
7819,9373,9869,19864369,2197434,2014-08-18 12:52:18.188818,2014-08-18 13:48:56.379926,"44,64",0,0,0,1,1
7820,9373,9879,17774044,2201420,2014-08-18 12:52:18.190075,2014-08-18 13:48:37.649797,"34,53",0,0,0,1,1
7821,9373,9896,7832362,2547389,2014-08-18 12:52:18.191323,2014-08-18 13:48:50.371580,"41,45,53",0,0,0,1,1
7822,9373,?,24518164,5325978,2014-08-18 12:52:18.195999,2014-08-18 13:49:12.224740,"51,52",0,0,1,1,0
7863,9373,9012,4646343,2476,2014-08-18 12:52:49.548235,2014-08-18 12:57:41.551340,64,0,0,0,1,1
7864,9373,9373,11053517,2569345,2014-08-18 12:52:49.549907,2014-08-18 12:58:33.761056,"44,45,62",0,0,0,1,1
7865,9373,10532,13337369,2199440,2014-08-18 12:52:49.551178,2014-08-18 12:57:14.805589,"32,34,42",0,0,0,1,1
7866,9373,10086,19097050,2547123,2014-08-18 12:52:49.552414,2014-08-18 12:54:15.057126,32,0,0,0,1,1
7867,9373,9896,3851045,2213169,2014-08-18 12:52:49.553623,2014-08-18 12:58:09.614058,"33,53",0,0,0,1,1
7868,9373,9869,19864369,2197434,2014-08-18 12:52:49.554848,2014-08-18 12:55:33.255270,"44,53",0,0,0,1,1
7869,9373,9896,20133340,2547457,2014-08-18 12:52:49.556094,2014-08-18 12:56:24.854901,"32,11,62",0,0,0,1,1
7870,9373,9896,7832362,2547389,2014-08-18 12:52:49.557294,2014-08-18 12:54:44.964810,"41,63",0,0,0,1,1
7871,9373,5124,21259051,2199212,2014-08-18 12:52:49.558538,2014-08-18 12:54:54.565850,"32,61",0,0,0,1,1
7872,9373,?,24518163,5325978,2014-08-18 12:52:49.563145,2014-08-18 12:56:05.452702,"31,45,23",0,0,1,1,0
7973,9373,9373,22113686,2201360,2014-08-18 12:58:43.163196,2014-08-18 13:00:00.078263,"32,22",0,0,0,1,1
7974,9373,10532,5161779,2198835,2014-08-18 12:58:43.164908,2014-08-18 12:59:51.081393,"34,45",0,0,0,1,1
7975,9373,10532,13624116,2200402,2014-08-18 12:58:43.166114,2014-08-18 13:00:40.378436,"53,62",0,0,0,1,1
7976,9373,5124,24478518,6429697,2014-08-18 12:58:43.167795,2014-08-18 12:59:09.883640,"31,42",0,0,0,1,1
7977,9373,10532,18826040,2569666,2014-08-18 12:58:43.169188,2014-08-18 13:01:40.277669,"44,45,23",0,0,0,1,1
7978,9373,9884,17457980,2200137,2014-08-18 12:58:43.170399,2014-08-18 12:59:20.347634,"32,43",0,0,0,1,1
7979,9373,9373,20259704,2201672,2014-08-18 12:58:43.172540,2014-08-18 13:01:21.717847,"32,53",0,0,0,1,1
7980,9373,5124,16288565,2207781,2014-08-18 12:58:43.174065,2014-08-18 13:00:55.537498,"21,22,62",0,0,0,1,1
7981,9373,9373,23651139,2347,2014-08-18 12:58:43.175505,2014-08-18 12:59:00.653876,00,0,0,0,1,1
7982,9373,?,24518155,5325978,2014-08-18 12:58:43.180340,2014-08-18 13:00:08.126707,42,0,0,1,1,0
8143,9373,9373,22138774,2214901,2014-08-18 13:01:49.742861,2014-08-18 13:04:52.132443,"32,45,61",0,0,0,1,1
8144,9373,10532,6333251,6429595,2014-08-18 13:01:49.744657,2014-08-18 13:04:24.004224,"32,41,45,61",0,0,0,1,1
8145,9373,10532,13370180,2197461,2014-08-18 13:01:49.745879,2014-08-18 13:02:39.765791,"34,21,62",0,0,0,1,1
8146,9373,10532,22602565,2547239,2014-08-18 13:01:49.747071,2014-08-18 13:04:35.103447,62,0,0,0,1,1
8147,9373,10532,20357958,2201347,2014-08-18 13:01:49.748296,2014-08-18 13:02:04.863614,53,0,0,0,1,1
8148,9373,10532,7643977,2207774,2014-08-18 13:01:49.749515,2014-08-18 13:05:58.203870,"43,44",0,0,0,1,1
8149,9373,10532,21447499,2109,2014-08-18 13:01:49.750720,2014-08-18 13:02:21.246775,"21,22",0,0,0,1,1
8150,9373,6075,6937433,2201622,2014-08-18 13:01:49.751921,2014-08-18 13:04:12.735083,"32,61",0,0,0,1,1
8151,9373,9373,6275919,6430052,2014-08-18 13:01:49.753169,2014-08-18 13:03:58.970106,63,0,0,0,1,1
8152,9373,?,24518151,5325978,2014-08-18 13:01:49.757402,2014-08-18 13:05:38.154871,35,0,0,1,1,0
8163,9373,10520,6272681,2201352,2014-08-18 13:06:08.860204,2014-08-18 13:07:46.964782,45,0,0,0,1,1
8164,9373,9373,22848986,7040534,2014-08-18 13:06:08.862383,2014-08-18 13:08:54.860836,65,0,0,0,1,1
8165,9373,10532,20399795,855266,2014-08-18 13:06:08.864625,2014-08-18 13:07:15.737275,53,0,0,0,1,1
8166,9373,10532,24380240,6703910,2014-08-18 13:06:08.865916,2014-08-18 13:08:13.839792,"45,53",0,0,0,1,1
8167,9373,10532,17572693,7028041,2014-08-18 13:06:08.867280,2014-08-18 13:06:38.701822,"41,63",0,0,0,1,1
8168,9373,10225,23842959,2546743,2014-08-18 13:06:08.868510,2014-08-18 13:09:21.254420,"32,63",0,0,0,1,1
8169,9373,10532,16458591,2273,2014-08-18 13:06:08.871819,2014-08-18 13:09:10.010455,"42,63",0,0,0,1,1
8170,9373,10532,3826528,2198159,2014-08-18 13:06:08.873279,2014-08-18 13:08:29.315259,"42,11",0,0,0,1,1
8171,9373,9373,17640251,2201770,2014-08-18 13:06:08.874560,2014-08-18 13:06:46.830294,65,0,0,0,1,1
8172,9373,?,24518168,5325978,2014-08-18 13:06:08.885841,2014-08-18 13:08:41.174975,52,0,0,1,1,0
8233,9373,10370,19367393,2546772,2014-08-18 13:09:30.303176,2014-08-18 13:10:03.126449,34,0,0,0,1,1
8234,9373,9373,23035615,2198155,2014-08-18 13:09:30.305055,2014-08-18 13:10:21.028479,"32,34,53",0,0,0,1,1
8235,9373,10532,11469663,2207757,2014-08-18 13:09:30.306329,2014-08-18 13:12:48.513919,62,0,0,0,1,1
