person_id,person_user_username,is_test?,personexperiment_type,person_gender,person_birthyr,person_education,person_wage,person_politics,person_state,person_country
10832,AB0BRFB5A8EQ9,0,tb,0,1970,0,0,0,0,0
5800,A195MOXRMNHRVT,0,tb,0,1984,6,2,3,46,0
10837,A1WCU71MNL8KT,0,tb,0,1970,0,0,0,0,0
10839,A8J6PJQVT5QRG,0,tb,0,1970,0,0,0,0,0
10840,A3DDENUJ8YZKAL,0,tb,0,1970,0,0,0,0,0
10842,A1FY9O940O9KU6,0,tb,0,1970,0,0,0,0,0
4470,A1A9SUYOFNNR3Y,0,tb,1,1984,6,3,1,35,0
10843,A2QT68NJYAJV9P,0,tb,0,1970,0,0,0,0,0
10847,A15FXHC1CVNW31,0,tb,0,1970,0,0,0,0,0
5196,A37WXDYYT7RCZ0,0,tb,1,1981,7,6,2,49,0
10849,AOSPJI2CRXHLL,0,tb,0,1970,0,0,0,0,0
10850,A3MAIOEQNGWJCT,0,tb,0,1970,0,0,0,0,0
10851,A3AY0315YWWNXY,0,tb,0,1970,0,0,0,0,0
10852,A2YTO4EY3MNYAJ,0,tb,0,1970,0,0,0,0,0
10853,A33L61XKPX76DB,0,tb,0,1970,0,0,0,0,0
10630,A2PWBFKI79IFXZ,0,tb,0,1970,0,0,0,0,0
10856,A3CXZCKT34LV8,0,tb,0,1970,0,0,0,0,0
10857,A1FLBAE4T5W6YE,0,tb,0,1970,0,0,0,0,0
10858,A1I9U0HRRM0E6C,0,tb,0,1970,0,0,0,0,0
10859,A9F041T771FZ2,0,tb,0,1970,0,0,0,0,0
10860,A3DW9225IX9OOJ,0,tb,0,1970,0,0,0,0,0
10866,APZEIAO75NCHM,0,tb,0,1970,0,0,0,0,0
10875,ARZF3R9THDNNG,0,tb,0,1970,0,0,0,0,0
10880,A10SUPT94QJPN7,0,tb,0,1970,0,0,0,0,0
10884,AZFMP1J0ZLX7J,0,tb,0,1970,0,0,0,0,0
10885,A32QRY3NAE9PUD,0,tb,0,1970,0,0,0,0,0
10886,AMP2WB8AQC85C,0,tb,0,1970,0,0,0,0,0
10887,A10V3PXHLR4VRM,0,tb,0,1970,0,0,0,0,0
10889,A3DERWKA94Z5WY,0,tb,0,1970,0,0,0,0,0
9784,A3PIAHR6PGXZNT,0,tb,0,1970,0,0,0,0,0
10890,A2RYN1S6OSO9KX,0,tb,0,1970,0,0,0,0,0
10202,A2818PZQEQ99KB,0,tb,0,1989,6,2,2,32,0
10891,A2RF28H50WY45Y,0,tb,0,1970,0,0,0,0,0
10454,A3ELESR7USZ9YV,0,tb,0,1970,0,0,0,0,0
9600,A4TAQBKTB06BG,0,tb,1,1983,4,6,2,42,0
10893,AZID518KVX3DG,0,tb,0,1970,0,0,0,0,0
10387,A2BA9Y6VGW6WS1,0,tb,0,1970,0,0,0,0,0
10895,AHR9ET3NN2N2V,0,tb,0,1970,0,0,0,0,0
10217,AW6DOBYV5GVN6,0,tb,0,1970,0,0,0,0,0
10896,AFO62G37P0JBF,0,tb,0,1970,0,0,0,0,0
10897,A3NSCXWDFVIMXK,0,tb,0,1970,0,0,0,0,0
10898,A3H4SDDEEBFQ8G,0,tb,0,1970,0,0,0,0,0
10900,AYSG3J2U3UF1Y,0,tb,0,1970,0,0,0,0,0
9639,A2YPWT2UKHWRN0,0,tb,1,1985,6,3,6,1,0
9621,A1BAEFJ2OG7NJ0,0,tb,0,1960,4,2,3,10,0
10903,A14KDXENR3YF9,0,tb,0,1970,0,0,0,0,0
9619,A1NM7ZPZ3NH412,0,tb,0,1988,6,2,2,49,0
10907,A3VJY2IKOZ17GJ,0,tb,0,1970,0,0,0,0,0
9406,AZFMTIDXO292D,0,tb,0,1979,4,2,6,22,0
10913,A32IJR2T32AU13,0,tb,0,1970,0,0,0,0,0
10323,AKZ8SFOAI4RZN,0,tb,1,1987,6,2,1,9,0
10915,A2GJF0K6U10HH8,0,tb,0,1970,0,0,0,0,0
10932,A2MKELSB3G1ABU,0,tb,0,1970,0,0,0,0,0
9544,AV2L8MRY80Q3F,0,tb,1,1995,4,6,6,13,0
10936,A7HJ206MCGJ18,0,tb,0,1970,0,0,0,0,0
10942,A1CU2OSP04X44P,0,tb,0,1970,0,0,0,0,0
10943,A1VIEFZYI54JHP,0,tb,0,1970,0,0,0,0,0
10947,A1MJN4O2DP9KM7,0,tb,0,1970,0,0,0,0,0
10948,A6VA8EQT6KG7U,0,tb,0,1970,0,0,0,0,0
10949,A2BTCG5Q0U2KFL,0,tb,0,1970,0,0,0,0,0
9556,A3L99RGPK6FZGH,0,tb,1,1975,6,1,7,5,0
10954,AJBGPFYZ87SOX,0,tb,0,1970,0,0,0,0,0
10955,A2DOOLFCILK7SJ,0,tb,0,1970,0,0,0,0,0
9881,A3BFMY5OX2WMUW,0,tb,1,1992,3,6,5,22,0
10967,A6YPMKB076U0V,0,tb,0,1970,0,0,0,0,0
10973,A3HE8VNBXD2BR0,0,tb,0,1970,0,0,0,0,0
10974,A34U65Z22XD87Q,0,tb,0,1970,0,0,0,0,0
10780,AMSUHCUTF1AAC,0,tb,0,1970,0,0,0,0,0
10975,A2JHGR7ECK7UQ1,0,tb,0,1970,0,0,0,0,0
10976,A3TU42VWBSVZVB,0,tb,0,1970,0,0,0,0,0
10977,A21TSX50RQ549B,0,tb,0,1970,0,0,0,0,0
10978,A2OMC4N2SYD96E,0,tb,0,1970,0,0,0,0,0
10979,A138BU1VWM2RKN,0,tb,0,1970,0,0,0,0,0
10980,A8Q25H2R4JT2V,0,tb,0,1970,0,0,0,0,0
10981,A1PMFRZJE9EPPF,0,tb,0,1970,0,0,0,0,0
8003,A14HW8I4RYHNC4,0,tb,1,1963,6,1,7,5,0
10983,A34YGU467LYTQ9,0,tb,0,1970,0,0,0,0,0
10989,A1FTHENUXPCPGL,0,tb,0,1970,0,0,0,0,0
9984,A2GT52F9LPFE4W,0,tb,0,1970,0,0,0,0,0
10991,A173SV011YSMXX,0,tb,0,1970,0,0,0,0,0
10992,A1RXG8RE0SJ4LC,0,tb,0,1970,0,0,0,0,0
10993,AY7WPVKHVNBLG,0,tb,0,1970,0,0,0,0,0
10994,A2TD8QPFEOYC7A,0,tb,0,1970,0,0,0,0,0
10995,A23JXRIKFX8PDN,0,tb,0,1970,0,0,0,0,0
10996,A2P17QY4CFM07X,0,tb,0,1970,0,0,0,0,0
10998,A4ZL2MHQE40HH,0,tb,0,1970,0,0,0,0,0
10678,A1Q0BR58T72PZ3,0,tb,0,1970,0,0,0,0,0
10999,AN25IBDC0DUO7,0,tb,0,1970,0,0,0,0,0
9180,A1O5AK4XED79SN,0,tb,0,1970,0,0,0,0,0
8191,A3G55RJTW3BSGM,0,tb,0,1977,6,1,2,3,0
11004,A2YYBQG81LSFNA,0,tb,0,1970,0,0,0,0,0
11008,A2M38W0XL1DDY1,0,tb,0,1970,0,0,0,0,0
9967,A2UF2FRGVW4T89,0,tb,1,1973,6,1,1,25,0
5058,A3SMTP08PPXDWA,0,tb,1,1986,6,2,5,1,0
11010,A11W96DM6P07W1,0,tb,0,1970,0,0,0,0,0
11011,A1FOH7GDNAFLR5,0,tb,0,1970,0,0,0,0,0
11012,A1VJ2YO0HTHNJK,0,tb,0,1970,0,0,0,0,0
11013,A2KHAF57MG6F5U,0,tb,0,1970,0,0,0,0,0
10425,AQORJW4W8U9YU,0,tb,0,1970,0,0,0,0,0
9046,A1AQI9O8MNVL91,0,tb,0,1970,0,0,0,0,0
10080,A3J2UG22S8BIW4,0,tb,0,1970,0,0,0,0,0
10869,A1XOXGWBAN6HEJ,0,tb,0,1970,0,0,0,0,0
10814,A3R25SV8HUGML2,0,tb,0,1970,0,0,0,0,0
11143,A2O4M3CJS7563O,0,tb,0,1970,0,0,0,0,0
11144,A19PATBI3SQNU0,0,tb,0,1970,0,0,0,0,0
11001,A1X6MQWH50E1NV,0,tb,0,1970,0,0,0,0,0
11152,ABFJSOC07JFH2,0,tb,0,1970,0,0,0,0,0
11153,A2R40R4O6G0YBY,0,tb,0,1970,0,0,0,0,0
11154,A1TKSZWIJZYWRU,0,tb,0,1970,0,0,0,0,0
10641,A3CNLP08ZRI37I,0,tb,0,1970,0,0,0,0,0
11155,AI45NDJPUIOEJ,0,tb,0,1970,0,0,0,0,0
11156,AT0C13133GFB0,0,tb,0,1970,0,0,0,0,0
11157,AEF74ZYJTTEIA,0,tb,0,1970,0,0,0,0,0
11163,A27UCYAWBSVLZK,0,tb,0,1970,0,0,0,0,0
11164,A3A54YXQY59CF6,0,tb,0,1970,0,0,0,0,0
11165,AFXNF8FWT090W,0,tb,0,1970,0,0,0,0,0
