commentlabeling_id,is_ok?,person_id,documentevaluation_id,document_id,category,credibility,label,labelcat
6928,1,10520,20701875,2197680,medicine,4,32,Who is the author or publisher?
6927,1,10516,8553135,6673622,politics,3,11,What is it?
6927,1,10516,8553135,6673622,politics,3,32,Who is the author or publisher?
6926,1,10520,12144754,2546692,personal finance,5,53,How does it look like?
6925,1,10520,12231339,2196471,medicine,5,32,Who is the author or publisher?
6924,1,10527,4519920,2910139,medicine,4,53,How does it look like?
6923,1,10532,4172548,2196268,medicine,5,11,What is it?
7032,0,?,24518168,5325978,#N/A,,52,
7031,1,10520,21258953,2199208,personal finance,4,11,What is it?
7031,1,10520,21258953,2199208,personal finance,4,62,Is it verifiable?
7031,1,10520,21258953,2199208,personal finance,4,31,Who is the author or publisher?
7030,1,10335,13402824,6900057,entertainment,3,41,How does it look like?
7030,1,10335,13402824,6900057,entertainment,3,44,How does it look like?
7030,1,10335,13402824,6900057,entertainment,3,45,How does it look like?
7030,1,10335,13402824,6900057,entertainment,3,23,Is it of commercial character?
7029,1,10335,22504134,6900053,entertainment,2,62,Is it verifiable?
7029,1,10335,22504134,6900053,entertainment,2,63,Is it verifiable?
7029,1,10335,22504134,6900053,entertainment,2,33,Who is the author or publisher?
7028,1,10520,22528709,2207754,politics,2,62,Is it verifiable?
7028,1,10520,22528709,2207754,politics,2,63,Is it verifiable?
7028,1,10520,22528709,2207754,politics,2,32,Who is the author or publisher?
7027,1,10520,22028995,2547449,politics,5,53,How does it look like?
7026,1,10532,17597769,2207843,politics,5,44,How does it look like?
7026,1,10532,17597769,2207843,politics,5,53,How does it look like?
7026,1,10532,17597769,2207843,politics,5,32,Who is the author or publisher?
7025,1,10335,10891380,2207775,politics,4,53,How does it look like?
7025,1,10335,10891380,2207775,politics,4,32,Who is the author or publisher?
7024,1,10532,9673982,2550100,entertainment,4,62,Is it verifiable?
7023,1,10532,22387120,2201865,politics,5,44,How does it look like?
7023,1,10532,22387120,2201865,politics,5,45,How does it look like?
7023,1,10532,22387120,2201865,politics,5,31,Who is the author or publisher?
7023,1,10532,22387120,2201865,politics,5,32,Who is the author or publisher?
7092,0,?,24518178,5325978,#N/A,,64,
7092,0,?,24518178,5325978,#N/A,,32,
7091,1,10335,9233118,2213913,entertainment,4,53,How does it look like?
7091,1,10335,9233118,2213913,entertainment,4,62,Is it verifiable?
7090,1,10532,7865051,2547264,healthy life-style,5,61,Is it verifiable?
7090,1,10532,7865051,2547264,healthy life-style,5,32,Who is the author or publisher?
7089,1,10532,21019428,2790245,politics,5,53,How does it look like?
7088,1,10520,18350808,6673388,politics,3,11,What is it?
7087,1,10520,5939927,2546741,personal finance,4,31,Who is the author or publisher?
7087,1,10520,5939927,2546741,personal finance,4,32,Who is the author or publisher?
7086,1,10520,6275798,6430050,medicine,5,61,Is it verifiable?
7086,1,10520,6275798,6430050,medicine,5,35,Who is the author or publisher?
7085,1,10520,4113109,2197157,medicine,3,11,What is it?
7085,1,10520,4113109,2197157,medicine,3,32,Who is the author or publisher?
7084,1,10520,24093396,2214980,entertainment,3,53,How does it look like?
7084,1,10520,24093396,2214980,entertainment,3,32,Who is the author or publisher?
7083,1,10526,22330146,2201448,healthy life-style,4,62,Is it verifiable?
7083,1,10526,22330146,2201448,healthy life-style,4,63,Is it verifiable?
7142,0,?,24518135,5325978,#N/A,,11,
7141,1,4916,4236003,2196394,medicine,5,53,How does it look like?
7141,1,4916,4236003,2196394,medicine,5,32,Who is the author or publisher?
7140,1,10532,3072738,2569345,entertainment,4,45,How does it look like?
7140,1,10532,3072738,2569345,entertainment,4,62,Is it verifiable?
7140,1,10532,3072738,2569345,entertainment,4,64,Is it verifiable?
7139,1,10335,20710113,2200385,personal finance,4,31,Who is the author or publisher?
7138,1,10335,22168287,2199342,personal finance,4,32,Who is the author or publisher?
7137,1,10520,19858142,2198482,personal finance,5,62,Is it verifiable?
7136,1,10532,20380970,6673345,politics,3,45,How does it look like?
7136,1,10532,20380970,6673345,politics,3,22,Is it of commercial character?
7136,1,10532,20380970,6673345,politics,3,33,Who is the author or publisher?
7135,1,7263,22553305,2201420,healthy life-style,5,62,Is it verifiable?
7135,1,7263,22553305,2201420,healthy life-style,5,63,Is it verifiable?
7135,1,7263,22553305,2201420,healthy life-style,5,33,Who is the author or publisher?
7135,1,7263,22553305,2201420,healthy life-style,5,34,Who is the author or publisher?
7134,1,10520,3850964,2201865,politics,5,51,How does it look like?
7134,1,10520,3850964,2201865,politics,5,62,Is it verifiable?
7134,1,10520,3850964,2201865,politics,5,32,Who is the author or publisher?
7133,1,10532,22898123,6703982,healthy life-style,4,61,Is it verifiable?
7133,1,10532,22898123,6703982,healthy life-style,4,32,Who is the author or publisher?
7182,0,?,24518139,5325978,#N/A,,22,
7181,1,10532,22122687,6900518,entertainment,4,53,How does it look like?
7180,1,10532,5202668,2198483,personal finance,5,62,Is it verifiable?
7180,1,10532,5202668,2198483,personal finance,5,64,Is it verifiable?
7180,1,10532,5202668,2198483,personal finance,5,21,Is it of commercial character?
7180,1,10532,5202668,2198483,personal finance,5,31,Who is the author or publisher?
7179,1,10520,22938347,2547226,healthy life-style,4,62,Is it verifiable?
7179,1,10520,22938347,2547226,healthy life-style,4,23,Is it of commercial character?
7179,1,10520,22938347,2547226,healthy life-style,4,34,Who is the author or publisher?
7178,1,10532,16029271,2213790,entertainment,5,42,How does it look like?
7178,1,10532,16029271,2213790,entertainment,5,32,Who is the author or publisher?
7177,1,10520,20701927,2197681,medicine,4,52,How does it look like?
7177,1,10520,20701927,2197681,medicine,4,32,Who is the author or publisher?
7176,1,10532,23727565,2213143,entertainment,3,65,Is it verifiable?
7176,1,10532,23727565,2213143,entertainment,3,32,Who is the author or publisher?
7175,1,10532,20898532,2215527,entertainment,2,64,Is it verifiable?
7175,1,10532,20898532,2215527,entertainment,2,22,Is it of commercial character?
7174,1,10520,21127903,2201806,healthy life-style,4,23,Is it of commercial character?
7173,1,10520,24382244,855294,personal finance,4,45,How does it look like?
7222,0,?,24518159,5325978,#N/A,,44,
7221,1,10532,4334319,2196542,medicine,2,53,How does it look like?
7221,1,10532,4334319,2196542,medicine,2,62,Is it verifiable?
7220,1,10532,4198524,2196443,medicine,4,43,How does it look like?
7220,1,10532,4198524,2196443,medicine,4,44,How does it look like?
7220,1,10532,4198524,2196443,medicine,4,31,Who is the author or publisher?
7219,1,10532,10429158,2213143,entertainment,3,62,Is it verifiable?
7218,1,10532,19071717,2201492,healthy life-style,3,44,How does it look like?
7218,1,10532,19071717,2201492,healthy life-style,3,61,Is it verifiable?
7218,1,10532,19071717,2201492,healthy life-style,3,62,Is it verifiable?
7217,1,10520,16474852,2196351,medicine,5,44,How does it look like?
7217,1,10520,16474852,2196351,medicine,5,51,How does it look like?
7217,1,10520,16474852,2196351,medicine,5,34,Who is the author or publisher?
7216,1,10532,23798498,6900296,entertainment,3,62,Is it verifiable?
7216,1,10532,23798498,6900296,entertainment,3,23,Is it of commercial character?
7216,1,10532,23798498,6900296,entertainment,3,34,Who is the author or publisher?
7215,1,10532,4266788,2196444,medicine,3,61,Is it verifiable?
7214,1,10335,22602454,2201469,healthy life-style,5,45,How does it look like?
7214,1,10335,22602454,2201469,healthy life-style,5,63,Is it verifiable?
7214,1,10335,22602454,2201469,healthy life-style,5,31,Who is the author or publisher?
7213,1,10370,8531014,6704086,healthy life-style,3,45,How does it look like?
7213,1,10370,8531014,6704086,healthy life-style,3,63,Is it verifiable?
7362,0,?,24518174,5325978,#N/A,,62,
7361,1,10532,13476603,2909879,healthy life-style,3,62,Is it verifiable?
7361,1,10532,13476603,2909879,healthy life-style,3,64,Is it verifiable?
7361,1,10532,13476603,2909879,healthy life-style,3,21,Is it of commercial character?
7360,1,9725,20765481,2207648,politics,4,53,How does it look like?
7359,1,10532,11739892,6429697,medicine,4,53,How does it look like?
7359,1,10532,11739892,6429697,medicine,4,62,Is it verifiable?
7358,1,10532,23847667,2547391,politics,2,42,How does it look like?
7358,1,10532,23847667,2547391,politics,2,64,Is it verifiable?
7358,1,10532,23847667,2547391,politics,2,23,Is it of commercial character?
7357,1,10532,4511186,2231,medicine,5,63,Is it verifiable?
7357,1,10532,4511186,2231,medicine,5,34,Who is the author or publisher?
7356,1,10520,22203539,2207652,politics,5,44,How does it look like?
7356,1,10520,22203539,2207652,politics,5,11,What is it?
7356,1,10520,22203539,2207652,politics,5,64,Is it verifiable?
7356,1,10520,22203539,2207652,politics,5,21,Is it of commercial character?
7355,1,10532,22981414,2546715,personal finance,5,45,How does it look like?
7355,1,10532,22981414,2546715,personal finance,5,53,How does it look like?
7355,1,10532,22981414,2546715,personal finance,5,32,Who is the author or publisher?
7354,1,9961,19882713,2198370,personal finance,4,61,Is it verifiable?
7354,1,9961,19882713,2198370,personal finance,4,32,Who is the author or publisher?
7353,1,10532,5073683,2546736,personal finance,4,44,How does it look like?
7353,1,10532,5073683,2546736,personal finance,4,32,Who is the author or publisher?
7542,0,?,24518175,5325978,#N/A,,53,
7542,0,?,24518175,5325978,#N/A,,63,
7541,1,10532,23241471,2207480,politics,4,0,N/A
7540,1,10369,13198039,2196252,medicine,3,53,How does it look like?
7539,1,10335,24516623,2196470,medicine,5,63,Is it verifiable?
7538,1,10532,9665272,2200137,personal finance,5,42,How does it look like?
7538,1,10532,9665272,2200137,personal finance,5,34,Who is the author or publisher?
7537,1,10369,4633972,2468,medicine,4,43,How does it look like?
7537,1,10369,4633972,2468,medicine,4,45,How does it look like?
7537,1,10369,4633972,2468,medicine,4,64,Is it verifiable?
7536,1,10357,16416910,2215239,entertainment,5,44,How does it look like?
7536,1,10357,16416910,2215239,entertainment,5,45,How does it look like?
7536,1,10357,16416910,2215239,entertainment,5,32,Who is the author or publisher?
7535,1,10369,6270729,6430025,medicine,4,62,Is it verifiable?
7535,1,10369,6270729,6430025,medicine,4,63,Is it verifiable?
7535,1,10369,6270729,6430025,medicine,4,33,Who is the author or publisher?
7534,1,10369,3780631,2196351,medicine,5,45,How does it look like?
7534,1,10369,3780631,2196351,medicine,5,63,Is it verifiable?
7534,1,10369,3780631,2196351,medicine,5,34,Who is the author or publisher?
7533,1,10369,23249032,2197434,medicine,4,11,What is it?
7533,1,10369,23249032,2197434,medicine,4,34,Who is the author or publisher?
7592,0,?,24518160,5325978,#N/A,,45,
7591,1,10532,7537434,2215232,entertainment,5,62,Is it verifiable?
7591,1,10532,7537434,2215232,entertainment,5,65,Is it verifiable?
7590,1,10532,21586713,2546715,personal finance,5,33,Who is the author or publisher?
7589,1,10532,21586712,2546712,personal finance,4,11,What is it?
7589,1,10532,21586712,2546712,personal finance,4,61,Is it verifiable?
7589,1,10532,21586712,2546712,personal finance,4,34,Who is the author or publisher?
7588,1,10532,14500626,2198682,personal finance,4,31,Who is the author or publisher?
7588,1,10532,14500626,2198682,personal finance,4,32,Who is the author or publisher?
7587,1,10532,16188172,2201446,healthy life-style,4,63,Is it verifiable?
7586,1,10532,19172545,6429762,medicine,5,43,How does it look like?
7586,1,10532,19172545,6429762,medicine,5,53,How does it look like?
7586,1,10532,19172545,6429762,medicine,5,32,Who is the author or publisher?
7585,1,10532,21193474,2207655,politics,5,42,How does it look like?
7585,1,10532,21193474,2207655,politics,5,53,How does it look like?
7585,1,10532,21193474,2207655,politics,5,63,Is it verifiable?
7584,1,10532,23241472,2201885,politics,4,62,Is it verifiable?
7583,1,10532,5161727,2199215,personal finance,5,61,Is it verifiable?
7583,1,10532,5161727,2199215,personal finance,5,62,Is it verifiable?
7652,0,?,24518148,5325978,#N/A,,34,
7651,1,10532,20906786,6429581,medicine,4,51,How does it look like?
7651,1,10532,20906786,6429581,medicine,4,34,Who is the author or publisher?
7650,1,10532,20357917,2546690,personal finance,4,22,Is it of commercial character?
7650,1,10532,20357917,2546690,personal finance,4,32,Who is the author or publisher?
7649,1,10532,13337369,2199440,personal finance,5,42,How does it look like?
7649,1,10532,13337369,2199440,personal finance,5,34,Who is the author or publisher?
7648,1,10532,23651090,2215102,entertainment,3,0,N/A
7647,1,10532,15542901,2642,medicine,3,32,Who is the author or publisher?
7646,1,10532,20260023,2547112,healthy life-style,5,42,How does it look like?
7646,1,10532,20260023,2547112,healthy life-style,5,53,How does it look like?
7646,1,10532,20260023,2547112,healthy life-style,5,63,Is it verifiable?
7645,1,10532,18008517,6488243,personal finance,3,42,How does it look like?
7645,1,10532,18008517,6488243,personal finance,3,32,Who is the author or publisher?
7644,1,10532,6275842,6430050,medicine,5,43,How does it look like?
7643,1,10520,22856576,2546741,personal finance,4,51,How does it look like?
7643,1,10520,22856576,2546741,personal finance,4,11,What is it?
7932,0,?,24518156,5325978,#N/A,,43,
7931,1,10532,6275889,6430052,medicine,4,61,Is it verifiable?
7931,1,10532,6275889,6430052,medicine,4,65,Is it verifiable?
7930,1,10532,21586736,2200476,personal finance,5,34,Who is the author or publisher?
7929,1,10532,21013295,2225284,personal finance,5,45,How does it look like?
7929,1,10532,21013295,2225284,personal finance,5,51,How does it look like?
7929,1,10532,21013295,2225284,personal finance,5,23,Is it of commercial character?
7929,1,10532,21013295,2225284,personal finance,5,31,Who is the author or publisher?
7928,1,10532,19448621,2547322,healthy life-style,4,53,How does it look like?
7927,1,10532,4234033,2197165,medicine,4,53,How does it look like?
7927,1,10532,4234033,2197165,medicine,4,32,Who is the author or publisher?
7926,1,10532,11027207,2207775,politics,4,63,Is it verifiable?
7926,1,10532,11027207,2207775,politics,4,32,Who is the author or publisher?
7925,1,10532,21402810,2196342,medicine,4,65,Is it verifiable?
7924,1,5150,6361298,6429907,medicine,5,11,What is it?
7923,1,10369,23640935,6900502,entertainment,2,44,How does it look like?
7923,1,10369,23640935,6900502,entertainment,2,45,How does it look like?
7923,1,10369,23640935,6900502,entertainment,2,21,Is it of commercial character?
7972,0,?,24518134,5325978,#N/A,,11,
7971,1,9884,17457980,2200137,personal finance,5,43,How does it look like?
7971,1,9884,17457980,2200137,personal finance,5,61,Is it verifiable?
7971,1,9884,17457980,2200137,personal finance,5,34,Who is the author or publisher?
7970,1,10532,6275899,6430052,medicine,4,32,Who is the author or publisher?
7969,1,10532,4039481,2213672,entertainment,5,53,How does it look like?
7969,1,10532,4039481,2213672,entertainment,5,32,Who is the author or publisher?
7968,1,10532,18826040,2569666,entertainment,2,42,How does it look like?
7968,1,10532,18826040,2569666,entertainment,2,44,How does it look like?
7968,1,10532,18826040,2569666,entertainment,2,23,Is it of commercial character?
7967,1,10532,23109071,2547124,healthy life-style,4,45,How does it look like?
7967,1,10532,23109071,2547124,healthy life-style,4,34,Who is the author or publisher?
7966,1,10532,13624116,2200402,personal finance,3,53,How does it look like?
7966,1,10532,13624116,2200402,personal finance,3,62,Is it verifiable?
7965,1,10532,5161779,2198835,personal finance,5,45,How does it look like?
7965,1,10532,5161779,2198835,personal finance,5,11,What is it?
7964,1,10369,4333450,2197374,medicine,5,42,How does it look like?
7964,1,10369,4333450,2197374,medicine,5,45,How does it look like?
7964,1,10369,4333450,2197374,medicine,5,32,Who is the author or publisher?
7963,1,10532,23576172,2199423,personal finance,5,51,How does it look like?
7963,1,10532,23576172,2199423,personal finance,5,34,Who is the author or publisher?
8102,0,?,24518167,5325978,#N/A,,51,
8102,0,?,24518167,5325978,#N/A,,52,
8101,1,6075,6937433,2201622,healthy life-style,5,34,Who is the author or publisher?
8100,1,10532,21447499,2109,medicine,4,11,What is it?
8100,1,10532,21447499,2109,medicine,4,21,Is it of commercial character?
8099,1,10532,7643977,2207774,politics,3,42,How does it look like?
8099,1,10532,7643977,2207774,politics,3,43,How does it look like?
8099,1,10532,7643977,2207774,politics,3,44,How does it look like?
8099,1,10532,7643977,2207774,politics,3,31,Who is the author or publisher?
8098,1,10532,20357958,2201347,personal finance,4,53,How does it look like?
8097,1,10532,22602565,2547239,healthy life-style,5,62,Is it verifiable?
8096,1,10532,13370180,2197461,medicine,3,63,Is it verifiable?
8096,1,10532,13370180,2197461,medicine,3,21,Is it of commercial character?
8095,1,10532,6333251,6429595,medicine,5,41,How does it look like?
8095,1,10532,6333251,6429595,medicine,5,45,How does it look like?
8095,1,10532,6333251,6429595,medicine,5,34,Who is the author or publisher?
8094,1,10532,20758504,2547374,politics,4,51,How does it look like?
8094,1,10532,20758504,2547374,politics,4,53,How does it look like?
8094,1,10532,20758504,2547374,politics,4,32,Who is the author or publisher?
8093,1,10532,17240962,2207842,politics,4,45,How does it look like?
8093,1,10532,17240962,2207842,politics,4,51,How does it look like?
8093,1,10532,17240962,2207842,politics,4,21,Is it of commercial character?
8093,1,10532,17240962,2207842,politics,4,34,Who is the author or publisher?
8182,0,?,24518150,5325978,#N/A,,35,
8181,1,10532,23651173,2910855,healthy life-style,4,11,What is it?
8181,1,10532,23651173,2910855,healthy life-style,4,32,Who is the author or publisher?
8180,1,10532,13168332,2199346,personal finance,3,62,Is it verifiable?
8180,1,10532,13168332,2199346,personal finance,3,31,Who is the author or publisher?
8179,1,10532,21764923,2201321,personal finance,5,51,How does it look like?
8179,1,10532,21764923,2201321,personal finance,5,21,Is it of commercial character?
8179,1,10532,21764923,2201321,personal finance,5,34,Who is the author or publisher?
8178,1,10532,3826528,2198159,medicine,5,42,How does it look like?
8177,1,10532,16458591,2273,medicine,4,42,How does it look like?
8177,1,10532,16458591,2273,medicine,4,63,Is it verifiable?
8176,1,10225,23842959,2546743,personal finance,5,63,Is it verifiable?
8176,1,10225,23842959,2546743,personal finance,5,32,Who is the author or publisher?
8175,1,10532,17572693,7028041,politics,3,41,How does it look like?
8175,1,10532,17572693,7028041,politics,3,53,How does it look like?
8175,1,10532,17572693,7028041,politics,3,63,Is it verifiable?
8175,1,10532,17572693,7028041,politics,3,32,Who is the author or publisher?
8174,1,10532,24380240,6703910,healthy life-style,5,45,How does it look like?
8174,1,10532,24380240,6703910,healthy life-style,5,11,What is it?
8173,1,10532,20399795,855266,personal finance,5,53,How does it look like?
8232,0,?,24518172,5325978,#N/A,,61,
8231,1,10532,10797934,2547479,politics,5,62,Is it verifiable?
8230,1,10532,22381420,6704202,healthy life-style,4,42,How does it look like?
8229,1,10532,16549351,2198483,personal finance,5,61,Is it verifiable?
8229,1,10532,16549351,2198483,personal finance,5,31,Who is the author or publisher?
8228,1,4054,4105065,2196464,medicine,5,11,What is it?
8227,1,10532,10503014,2213043,entertainment,4,62,Is it verifiable?
8227,1,10532,10503014,2213043,entertainment,4,32,Who is the author or publisher?
8226,1,10532,4047717,2197554,medicine,2,11,What is it?
8226,1,10532,4047717,2197554,medicine,2,63,Is it verifiable?
8225,1,10532,11469663,2207757,politics,2,53,How does it look like?
8224,1,10532,8680929,6673134,politics,4,45,How does it look like?
8224,1,10532,8680929,6673134,politics,4,63,Is it verifiable?
8223,1,10532,22997811,2109,medicine,4,53,How does it look like?
8223,1,10532,22997811,2109,medicine,4,34,Who is the author or publisher?
8282,0,?,24518152,5325978,#N/A,,41,
8282,0,?,24518152,5325978,#N/A,,44,
8281,1,9210,12338038,2197207,medicine,5,34,Who is the author or publisher?
8280,1,10532,22641470,2547396,politics,5,42,How does it look like?
8280,1,10532,22641470,2547396,politics,5,53,How does it look like?
8280,1,10532,22641470,2547396,politics,5,34,Who is the author or publisher?
8279,1,10532,19522419,2201338,personal finance,5,42,How does it look like?
8279,1,10532,19522419,2201338,personal finance,5,53,How does it look like?
8278,1,10532,24385000,2546750,personal finance,5,51,How does it look like?
8278,1,10532,24385000,2546750,personal finance,5,53,How does it look like?
8278,1,10532,24385000,2546750,personal finance,5,31,Who is the author or publisher?
8277,1,10532,22586224,2200373,personal finance,2,53,How does it look like?
8276,1,10532,6299123,2464,medicine,5,61,Is it verifiable?
8276,1,10532,6299123,2464,medicine,5,65,Is it verifiable?
8276,1,10532,6299123,2464,medicine,5,31,Who is the author or publisher?
8275,1,10532,10273646,6703776,healthy life-style,3,11,What is it?
8275,1,10532,10273646,6703776,healthy life-style,3,23,Is it of commercial character?
8274,1,10532,13198182,2198166,medicine,5,53,How does it look like?
8274,1,10532,13198182,2198166,medicine,5,34,Who is the author or publisher?
8273,1,10532,14007099,2207754,politics,2,45,How does it look like?
8273,1,10532,14007099,2207754,politics,2,64,Is it verifiable?
8273,1,10532,14007099,2207754,politics,2,23,Is it of commercial character?
8462,0,?,24518147,5325978,#N/A,,33,
8461,1,10532,22381460,2547136,healthy life-style,4,53,How does it look like?
8460,1,10532,20997008,6706146,politics,5,45,How does it look like?
8460,1,10532,20997008,6706146,politics,5,52,How does it look like?
8460,1,10532,20997008,6706146,politics,5,53,How does it look like?
8460,1,10532,20997008,6706146,politics,5,32,Who is the author or publisher?
8459,1,10532,7930767,2215677,entertainment,4,45,How does it look like?
8459,1,10532,7930767,2215677,entertainment,4,34,Who is the author or publisher?
8458,1,10532,7475635,2215677,entertainment,4,45,How does it look like?
8458,1,10532,7475635,2215677,entertainment,4,51,How does it look like?
8458,1,10532,7475635,2215677,entertainment,4,63,Is it verifiable?
8457,1,5138,4766529,2910918,medicine,5,34,Who is the author or publisher?
8456,1,10532,16458629,6429922,medicine,5,45,How does it look like?
8456,1,10532,16458629,6429922,medicine,5,34,Who is the author or publisher?
8455,1,10532,21675000,2198836,personal finance,4,23,Is it of commercial character?
8454,1,10532,21136529,2225177,personal finance,5,11,What is it?
8453,1,10532,14738828,2207774,politics,3,62,Is it verifiable?
8502,0,?,24518149,5325978,#N/A,,34,
8501,1,10532,11467589,2215662,entertainment,5,45,How does it look like?
8501,1,10532,11467589,2215662,entertainment,5,33,Who is the author or publisher?
8500,1,10532,23667613,2224907,medicine,4,0,N/A
8499,1,10532,15185391,2207899,politics,5,62,Is it verifiable?
8499,1,10532,15185391,2207899,politics,5,34,Who is the author or publisher?
8498,1,10532,13214618,2547215,healthy life-style,4,53,How does it look like?
8498,1,10532,13214618,2547215,healthy life-style,4,63,Is it verifiable?
8498,1,10532,13214618,2547215,healthy life-style,4,31,Who is the author or publisher?
8497,1,10532,6267801,2201321,personal finance,5,43,How does it look like?
8497,1,10532,6267801,2201321,personal finance,5,44,How does it look like?
8496,1,10532,7750549,2547123,healthy life-style,5,61,Is it verifiable?
8496,1,10532,7750549,2547123,healthy life-style,5,63,Is it verifiable?
8496,1,10532,7750549,2547123,healthy life-style,5,32,Who is the author or publisher?
8495,1,10532,11465351,2201163,personal finance,4,21,Is it of commercial character?
8494,1,10532,14030287,6704102,healthy life-style,4,45,How does it look like?
8494,1,10532,14030287,6704102,healthy life-style,4,35,Who is the author or publisher?
8493,1,10532,21516282,2207507,politics,4,21,Is it of commercial character?
8493,1,10532,21516282,2207507,politics,4,34,Who is the author or publisher?
8542,0,?,24518144,5325978,#N/A,,32,
8541,1,10532,23667631,2101,medicine,4,63,Is it verifiable?
8540,1,10532,21177262,2200479,personal finance,4,53,How does it look like?
8540,1,10532,21177262,2200479,personal finance,4,61,Is it verifiable?
8540,1,10532,21177262,2200479,personal finance,4,31,Who is the author or publisher?
8540,1,10532,21177262,2200479,personal finance,4,32,Who is the author or publisher?
8539,1,10532,20751276,2201348,personal finance,4,53,How does it look like?
8538,1,10532,11707307,2550096,entertainment,4,41,How does it look like?
8538,1,10532,11707307,2550096,entertainment,4,62,Is it verifiable?
8537,1,10297,24118185,2213305,entertainment,4,45,How does it look like?
8537,1,10297,24118185,2213305,entertainment,4,65,Is it verifiable?
8536,1,10532,21447587,6453775,medicine,5,53,How does it look like?
8535,1,10532,16376738,6487888,personal finance,4,22,Is it of commercial character?
8534,1,4503,3662752,2201733,healthy life-style,3,41,How does it look like?
8534,1,4503,3662752,2201733,healthy life-style,3,43,How does it look like?
8534,1,4503,3662752,2201733,healthy life-style,3,45,How does it look like?
8534,1,4503,3662752,2201733,healthy life-style,3,51,How does it look like?
8533,1,10532,4193093,2196425,medicine,4,34,Who is the author or publisher?
8572,0,?,24518154,5325978,#N/A,,42,
8571,1,10532,13403077,6900443,entertainment,4,43,How does it look like?
8571,1,10532,13403077,6900443,entertainment,4,45,How does it look like?
8571,1,10532,13403077,6900443,entertainment,4,11,What is it?
8570,1,10532,21701572,2197438,medicine,4,32,Who is the author or publisher?
8569,1,10532,10519488,2207480,politics,4,65,Is it verifiable?
8569,1,10532,10519488,2207480,politics,4,32,Who is the author or publisher?
8568,1,10532,23389116,2197898,medicine,4,23,Is it of commercial character?
8567,1,10532,10347450,2201299,personal finance,4,45,How does it look like?
8567,1,10532,10347450,2201299,personal finance,4,53,How does it look like?
8567,1,10532,10347450,2201299,personal finance,4,31,Who is the author or publisher?
8566,1,10532,16475062,2196389,medicine,4,61,Is it verifiable?
8565,1,10532,23741365,2198483,personal finance,5,65,Is it verifiable?
8565,1,10532,23741365,2198483,personal finance,5,32,Who is the author or publisher?
8564,1,10532,17572784,2547498,politics,4,53,How does it look like?
8563,1,10532,22971310,6429775,medicine,3,53,How does it look like?
8563,1,10532,22971310,6429775,medicine,3,23,Is it of commercial character?
8672,0,?,24518171,5325978,#N/A,,61,
8671,1,10532,7537633,2569887,entertainment,4,45,How does it look like?
8671,1,10532,7537633,2569887,entertainment,4,34,Who is the author or publisher?
8670,1,10532,3916768,2213180,entertainment,5,43,How does it look like?
8670,1,10532,3916768,2213180,entertainment,5,44,How does it look like?
8670,1,10532,3916768,2213180,entertainment,5,51,How does it look like?
8670,1,10532,3916768,2213180,entertainment,5,53,How does it look like?
8669,1,10532,10274298,6673231,politics,2,53,How does it look like?
8668,1,10532,20751323,2546692,personal finance,5,44,How does it look like?
8668,1,10532,20751323,2546692,personal finance,5,45,How does it look like?
8668,1,10532,20751323,2546692,personal finance,5,51,How does it look like?
8668,1,10532,20751323,2546692,personal finance,5,32,Who is the author or publisher?
8667,1,10532,18203606,2213396,entertainment,5,62,Is it verifiable?
8666,1,10532,21015374,6977957,politics,5,63,Is it verifiable?
8666,1,10532,21015374,6977957,politics,5,34,Who is the author or publisher?
8665,1,10532,20358098,2212179,politics,4,62,Is it verifiable?
8665,1,10532,20358098,2212179,politics,4,32,Who is the author or publisher?
8664,1,10532,4160784,2196272,medicine,3,53,How does it look like?
8663,1,10532,20706571,2547103,personal finance,2,32,Who is the author or publisher?
8712,0,?,24518176,5325978,#N/A,,63,
8712,0,?,24518176,5325978,#N/A,,32,
8711,1,10532,10150903,853352,healthy life-style,5,45,How does it look like?
8711,1,10532,10150903,853352,healthy life-style,5,64,Is it verifiable?
8711,1,10532,10150903,853352,healthy life-style,5,34,Who is the author or publisher?
8710,1,10532,11871221,2213169,entertainment,3,44,How does it look like?
8710,1,10532,11871221,2213169,entertainment,3,21,Is it of commercial character?
8710,1,10532,11871221,2213169,entertainment,3,32,Who is the author or publisher?
8709,1,10532,10183668,2201894,politics,5,11,What is it?
8709,1,10532,10183668,2201894,politics,5,34,Who is the author or publisher?
8708,1,10532,12633073,2547209,healthy life-style,3,11,What is it?
8708,1,10532,12633073,2547209,healthy life-style,3,62,Is it verifiable?
8707,1,10532,15475695,2201417,personal finance,4,51,How does it look like?
8707,1,10532,15475695,2201417,personal finance,4,53,How does it look like?
8707,1,10532,15475695,2201417,personal finance,4,65,Is it verifiable?
8707,1,10532,15475695,2201417,personal finance,4,32,Who is the author or publisher?
8706,1,10532,22586349,2547103,personal finance,2,32,Who is the author or publisher?
8705,1,10532,24350887,2207532,politics,4,43,How does it look like?
8705,1,10532,24350887,2207532,politics,4,45,How does it look like?
8705,1,10532,24350887,2207532,politics,4,11,What is it?
8705,1,10532,24350887,2207532,politics,4,31,Who is the author or publisher?
8704,1,10532,18179579,1349,medicine,4,62,Is it verifiable?
8704,1,10532,18179579,1349,medicine,4,64,Is it verifiable?
8703,1,10532,8409245,6673133,politics,3,51,How does it look like?
8703,1,10532,8409245,6673133,politics,3,63,Is it verifiable?
8742,0,?,24518143,5325978,#N/A,,31,
